,none,E1,E2,I2,19B
514,9.0,1.0,1.0,16.0,6.0
515,8.0,1.0,0.0,20.0,6.0
516,8.0,2.0,1.0,16.0,5.0
517,7.0,1.0,1.0,9.0,4.0
518,8.0,1.0,1.0,10.0,6.0
519,8.0,1.0,1.0,11.0,5.0
520,5.0,0.0,0.0,8.0,3.0
521,7.0,1.0,1.0,10.0,3.0
522,8.0,1.0,1.0,18.0,6.0
523,7.0,1.0,1.0,10.0,4.0
524,8.0,1.0,0.0,12.0,4.0
525,8.0,1.0,1.0,16.0,4.0
526,8.0,0.0,0.0,14.0,2.0
527,9.0,1.0,1.0,16.0,7.0
528,7.0,1.0,1.0,16.0,4.0
529,8.0,1.0,1.0,9.0,5.0
530,7.0,1.0,1.0,11.0,5.0
531,7.0,1.0,1.0,10.0,3.0
532,7.0,1.0,0.0,10.0,3.0
533,8.0,1.0,1.0,12.0,6.0
534,7.0,1.0,1.0,13.0,3.0
535,8.0,1.0,0.0,10.0,5.0
536,8.0,1.0,1.0,18.0,4.0
537,8.0,1.0,1.0,11.0,6.0
538,8.0,1.0,1.0,9.0,6.0
539,7.0,1.0,0.0,9.0,4.0
540,7.0,1.0,0.0,9.0,3.0
541,7.0,1.0,0.0,12.0,4.0
542,6.0,0.0,0.0,9.0,2.0
543,8.0,1.0,1.0,16.0,6.0
544,9.0,1.0,1.0,16.0,5.0
545,8.0,1.0,1.0,15.0,5.0
546,7.0,1.0,1.0,17.0,5.0
547,8.0,1.0,1.0,10.0,6.0
548,7.0,1.0,1.0,9.0,4.0
549,6.0,1.0,0.0,10.0,3.0
550,7.0,1.0,0.0,9.0,4.0
551,7.0,1.0,1.0,10.0,3.0
552,6.0,1.0,0.0,9.0,3.0
553,9.0,1.0,1.0,13.0,7.0
554,8.0,0.0,0.0,15.0,3.0
555,7.0,1.0,1.0,15.0,3.0
556,6.0,1.0,0.0,10.0,3.0
557,6.0,0.0,0.0,10.0,2.0
558,9.0,1.0,1.0,12.0,6.0
559,7.0,1.0,1.0,9.0,3.0
560,7.0,1.0,1.0,10.0,4.0
561,8.0,1.0,1.0,14.0,6.0
562,7.0,1.0,1.0,10.0,3.0
563,8.0,1.0,1.0,18.0,5.0
564,6.0,0.0,0.0,9.0,2.0
565,7.0,1.0,1.0,10.0,5.0
566,8.0,1.0,0.0,11.0,3.0
567,7.0,1.0,1.0,14.0,5.0
568,8.0,1.0,0.0,9.0,5.0
569,8.0,1.0,0.0,9.0,6.0
570,8.0,1.0,0.0,10.0,5.0
571,8.0,1.0,1.0,17.0,5.0
572,9.0,1.0,1.0,18.0,5.0
573,7.0,1.0,1.0,10.0,3.0
574,7.0,1.0,1.0,13.0,6.0
575,7.0,1.0,0.0,9.0,3.0
576,7.0,1.0,1.0,11.0,4.0
577,9.0,1.0,1.0,17.0,7.0
578,8.0,1.0,0.0,10.0,6.0
579,8.0,1.0,0.0,12.0,6.0
580,8.0,1.0,1.0,16.0,6.0
581,7.0,1.0,1.0,9.0,3.0
582,7.0,0.0,0.0,10.0,4.0
583,9.0,1.0,0.0,14.0,4.0
584,8.0,1.0,0.0,11.0,6.0
585,8.0,1.0,1.0,9.0,5.0
586,8.0,1.0,0.0,10.0,4.0
587,8.0,1.0,1.0,17.0,6.0
588,7.0,1.0,1.0,13.0,3.0
589,6.0,1.0,0.0,10.0,3.0
590,8.0,1.0,1.0,16.0,6.0
591,7.0,1.0,1.0,14.0,4.0
592,8.0,1.0,1.0,14.0,5.0
593,8.0,1.0,0.0,10.0,6.0
594,8.0,0.0,0.0,16.0,6.0
595,8.0,1.0,1.0,15.0,5.0
596,8.0,1.0,0.0,13.0,6.0
597,7.0,1.0,1.0,9.0,4.0
598,9.0,1.0,1.0,20.0,5.0
599,8.0,1.0,1.0,12.0,4.0
600,8.0,1.0,1.0,11.0,6.0
601,7.0,0.0,0.0,10.0,4.0
602,8.0,1.0,1.0,12.0,6.0
603,6.0,1.0,0.0,9.0,3.0
604,9.0,1.0,1.0,13.0,6.0
605,8.0,1.0,1.0,11.0,6.0
606,5.0,1.0,0.0,9.0,2.0
607,9.0,2.0,1.0,19.0,6.0
608,8.0,1.0,1.0,9.0,4.0
609,8.0,1.0,1.0,11.0,6.0
610,8.0,1.0,1.0,10.0,4.0
611,6.0,1.0,0.0,9.0,2.0
612,7.0,1.0,1.0,9.0,3.0
613,7.0,1.0,0.0,10.0,3.0
614,8.0,1.0,1.0,16.0,5.0
615,7.0,1.0,1.0,10.0,3.0
616,8.0,1.0,0.0,12.0,4.0
617,8.0,1.0,1.0,14.0,5.0
618,7.0,0.0,0.0,9.0,2.0
619,7.0,1.0,1.0,11.0,6.0
620,8.0,1.0,1.0,11.0,4.0
621,7.0,1.0,1.0,10.0,3.0
622,6.0,1.0,0.0,8.0,3.0
623,8.0,1.0,1.0,15.0,6.0
624,8.0,0.0,0.0,13.0,3.0
625,8.0,1.0,1.0,20.0,6.0
626,6.0,1.0,1.0,12.0,3.0
627,7.0,1.0,1.0,10.0,3.0
628,8.0,1.0,0.0,9.0,3.0
629,8.0,1.0,0.0,9.0,4.0
630,7.0,0.0,0.0,9.0,2.0
631,8.0,1.0,0.0,18.0,7.0
632,8.0,1.0,1.0,16.0,6.0
633,6.0,0.0,0.0,9.0,3.0
634,7.0,1.0,1.0,9.0,4.0
635,8.0,1.0,1.0,10.0,5.0
636,7.0,1.0,1.0,9.0,3.0
637,7.0,2.0,1.0,11.0,6.0
638,8.0,1.0,1.0,12.0,5.0
639,8.0,1.0,1.0,17.0,5.0
640,7.0,0.0,0.0,15.0,5.0
641,7.0,1.0,0.0,10.0,4.0
642,8.0,1.0,1.0,14.0,6.0
643,7.0,1.0,1.0,10.0,6.0
644,6.0,1.0,0.0,9.0,3.0
645,8.0,1.0,1.0,12.0,3.0
646,8.0,1.0,1.0,15.0,5.0
647,7.0,1.0,0.0,10.0,2.0
648,7.0,1.0,1.0,9.0,5.0
649,9.0,1.0,1.0,11.0,7.0
650,8.0,1.0,0.0,13.0,7.0
651,7.0,1.0,0.0,9.0,4.0
652,8.0,1.0,0.0,12.0,5.0
653,8.0,1.0,1.0,16.0,7.0
654,8.0,1.0,1.0,10.0,5.0
655,8.0,1.0,1.0,16.0,6.0
656,8.0,1.0,0.0,10.0,3.0
657,7.0,1.0,1.0,9.0,3.0
658,6.0,1.0,0.0,10.0,3.0
659,6.0,0.0,0.0,9.0,2.0
660,8.0,1.0,1.0,14.0,5.0
661,8.0,1.0,1.0,13.0,5.0
662,9.0,2.0,1.0,10.0,6.0
663,8.0,1.0,1.0,14.0,6.0
664,6.0,1.0,0.0,11.0,3.0
665,8.0,1.0,1.0,15.0,6.0
666,7.0,1.0,0.0,9.0,5.0
667,8.0,1.0,1.0,14.0,4.0
668,8.0,1.0,0.0,11.0,5.0
669,8.0,1.0,1.0,18.0,5.0
670,6.0,0.0,0.0,11.0,2.0
671,7.0,1.0,1.0,10.0,5.0
672,7.0,1.0,0.0,14.0,5.0
673,7.0,1.0,1.0,11.0,4.0
674,5.0,0.0,0.0,10.0,2.0
675,8.0,1.0,1.0,11.0,6.0
676,8.0,1.0,1.0,12.0,5.0
677,7.0,1.0,1.0,10.0,5.0
678,8.0,1.0,1.0,11.0,5.0
679,8.0,1.0,1.0,11.0,6.0
680,7.0,2.0,1.0,13.0,5.0
681,9.0,1.0,1.0,15.0,6.0
682,10.0,1.0,1.0,18.0,6.0
683,7.0,1.0,1.0,9.0,4.0
684,7.0,1.0,0.0,10.0,2.0
685,7.0,1.0,1.0,9.0,3.0
686,7.0,1.0,1.0,12.0,3.0
687,8.0,1.0,1.0,15.0,6.0
688,8.0,1.0,0.0,12.0,4.0
689,7.0,1.0,0.0,10.0,3.0
690,8.0,1.0,1.0,12.0,5.0
691,9.0,1.0,1.0,16.0,6.0
692,7.0,1.0,1.0,13.0,4.0
693,6.0,0.0,0.0,9.0,6.0
694,8.0,1.0,1.0,15.0,5.0
695,7.0,1.0,0.0,9.0,3.0
696,9.0,1.0,0.0,20.0,7.0
697,8.0,1.0,1.0,11.0,5.0
698,8.0,1.0,1.0,12.0,5.0
699,8.0,1.0,1.0,15.0,6.0
700,7.0,1.0,1.0,10.0,4.0
701,9.0,1.0,1.0,15.0,6.0
702,7.0,1.0,1.0,11.0,4.0
703,8.0,1.0,1.0,18.0,4.0
704,8.0,1.0,1.0,12.0,4.0
705,8.0,1.0,1.0,16.0,6.0
706,7.0,1.0,1.0,12.0,7.0
707,7.0,1.0,0.0,10.0,3.0
708,8.0,1.0,1.0,14.0,5.0
709,9.0,1.0,1.0,11.0,5.0
710,5.0,0.0,0.0,8.0,2.0
711,8.0,1.0,0.0,17.0,6.0
712,9.0,1.0,0.0,14.0,4.0
713,9.0,1.0,1.0,15.0,7.0
714,7.0,1.0,0.0,10.0,3.0
715,7.0,1.0,1.0,9.0,4.0
716,9.0,1.0,1.0,14.0,7.0
717,8.0,1.0,1.0,14.0,4.0
718,8.0,1.0,1.0,18.0,6.0
719,8.0,1.0,1.0,17.0,6.0
720,6.0,1.0,0.0,10.0,3.0
721,8.0,1.0,1.0,19.0,6.0
722,8.0,1.0,1.0,11.0,5.0
723,7.0,1.0,0.0,10.0,4.0
724,7.0,1.0,1.0,9.0,5.0
725,8.0,1.0,0.0,10.0,3.0
726,8.0,1.0,0.0,13.0,4.0
727,9.0,1.0,1.0,17.0,7.0
728,9.0,1.0,1.0,13.0,4.0
729,8.0,1.0,0.0,11.0,4.0
730,6.0,1.0,0.0,10.0,3.0
731,8.0,1.0,1.0,13.0,6.0
732,5.0,0.0,0.0,10.0,2.0
733,7.0,1.0,0.0,11.0,4.0
734,9.0,1.0,0.0,15.0,6.0
735,8.0,1.0,1.0,13.0,5.0
736,6.0,0.0,0.0,8.0,2.0
737,8.0,1.0,1.0,9.0,4.0
738,7.0,1.0,0.0,10.0,3.0
739,8.0,1.0,1.0,14.0,5.0
740,6.0,1.0,0.0,10.0,3.0
741,6.0,1.0,1.0,11.0,3.0
742,8.0,1.0,1.0,14.0,4.0
743,8.0,1.0,1.0,15.0,5.0
744,8.0,1.0,0.0,10.0,4.0
745,8.0,1.0,1.0,17.0,6.0
746,6.0,1.0,0.0,10.0,3.0
747,7.0,1.0,1.0,11.0,5.0
748,7.0,1.0,1.0,9.0,3.0
749,8.0,1.0,1.0,9.0,6.0
750,6.0,1.0,0.0,10.0,3.0
751,8.0,1.0,0.0,13.0,5.0
752,6.0,1.0,0.0,9.0,3.0
753,7.0,1.0,1.0,12.0,4.0
754,7.0,1.0,0.0,9.0,4.0
755,7.0,1.0,1.0,14.0,6.0
756,6.0,1.0,0.0,10.0,3.0
757,6.0,1.0,1.0,9.0,3.0
758,8.0,1.0,1.0,13.0,5.0
759,8.0,1.0,0.0,14.0,4.0
760,6.0,1.0,0.0,11.0,4.0
761,6.0,1.0,1.0,10.0,3.0
762,8.0,1.0,0.0,13.0,4.0
763,8.0,1.0,1.0,18.0,4.0
764,7.0,1.0,1.0,9.0,3.0
765,7.0,1.0,1.0,11.0,4.0
766,7.0,1.0,0.0,8.0,3.0
767,7.0,0.0,0.0,10.0,4.0
768,9.0,1.0,1.0,16.0,6.0
769,8.0,1.0,1.0,12.0,5.0
770,7.0,1.0,0.0,9.0,5.0
771,8.0,1.0,0.0,17.0,6.0
772,6.0,1.0,0.0,10.0,3.0
773,7.0,1.0,1.0,12.0,5.0
774,7.0,1.0,1.0,12.0,4.0
775,7.0,1.0,1.0,15.0,6.0
776,7.0,1.0,1.0,12.0,5.0
777,9.0,1.0,1.0,12.0,5.0
778,8.0,1.0,1.0,13.0,6.0
779,7.0,1.0,1.0,10.0,3.0
780,9.0,1.0,1.0,12.0,3.0
781,7.0,1.0,0.0,14.0,3.0
782,8.0,1.0,1.0,11.0,4.0
783,8.0,1.0,1.0,13.0,6.0
784,7.0,1.0,1.0,10.0,4.0
785,6.0,1.0,1.0,9.0,3.0
786,7.0,1.0,1.0,10.0,4.0
787,9.0,1.0,0.0,10.0,6.0
788,8.0,1.0,1.0,15.0,5.0
789,8.0,1.0,0.0,10.0,6.0
790,7.0,2.0,2.0,12.0,5.0
791,7.0,1.0,1.0,9.0,3.0
792,8.0,1.0,0.0,9.0,3.0
793,8.0,1.0,0.0,10.0,5.0
794,8.0,1.0,1.0,11.0,4.0
795,8.0,2.0,1.0,19.0,6.0
796,9.0,1.0,0.0,12.0,6.0
797,8.0,1.0,0.0,9.0,3.0
798,6.0,1.0,1.0,11.0,3.0
799,9.0,1.0,1.0,18.0,7.0
800,10.0,1.0,1.0,20.0,7.0
801,9.0,1.0,1.0,19.0,7.0
802,8.0,1.0,1.0,14.0,4.0
803,6.0,1.0,1.0,10.0,3.0
804,8.0,1.0,1.0,13.0,6.0
805,7.0,1.0,0.0,9.0,3.0
806,8.0,1.0,1.0,18.0,6.0
807,7.0,1.0,1.0,9.0,4.0
808,8.0,1.0,0.0,14.0,3.0
809,9.0,1.0,1.0,20.0,6.0
810,8.0,1.0,1.0,17.0,5.0
811,8.0,0.0,0.0,9.0,3.0
812,9.0,1.0,1.0,14.0,6.0
813,7.0,2.0,1.0,16.0,6.0
814,8.0,1.0,1.0,16.0,6.0
815,7.0,1.0,1.0,14.0,5.0
816,7.0,1.0,1.0,10.0,4.0
817,7.0,0.0,0.0,10.0,3.0
818,8.0,1.0,1.0,9.0,3.0
819,8.0,1.0,0.0,10.0,5.0
820,7.0,1.0,0.0,9.0,3.0
821,8.0,1.0,1.0,12.0,6.0
822,8.0,1.0,1.0,13.0,5.0
823,8.0,1.0,1.0,9.0,4.0
824,7.0,0.0,0.0,10.0,2.0
825,8.0,1.0,1.0,11.0,5.0
826,7.0,1.0,1.0,11.0,5.0
827,7.0,1.0,1.0,10.0,3.0
828,8.0,1.0,0.0,12.0,4.0
829,7.0,1.0,1.0,9.0,3.0
830,6.0,1.0,0.0,10.0,4.0
831,5.0,0.0,0.0,9.0,2.0
832,6.0,0.0,0.0,12.0,3.0
833,7.0,2.0,1.0,12.0,4.0
834,8.0,1.0,1.0,12.0,4.0
835,8.0,1.0,1.0,11.0,6.0
836,7.0,0.0,0.0,11.0,3.0
837,9.0,1.0,1.0,17.0,7.0
838,6.0,1.0,1.0,10.0,3.0
839,5.0,0.0,0.0,10.0,2.0
840,9.0,0.0,0.0,10.0,7.0
841,8.0,1.0,1.0,15.0,5.0
842,7.0,1.0,0.0,13.0,3.0
843,7.0,1.0,1.0,11.0,6.0
844,8.0,1.0,1.0,14.0,4.0
845,8.0,1.0,1.0,16.0,6.0
846,7.0,1.0,1.0,13.0,4.0
847,8.0,1.0,1.0,9.0,6.0
848,9.0,1.0,1.0,18.0,6.0
849,8.0,1.0,1.0,10.0,5.0
850,8.0,1.0,1.0,14.0,6.0
851,7.0,0.0,0.0,10.0,4.0
852,8.0,1.0,0.0,15.0,4.0
853,6.0,0.0,0.0,10.0,2.0
854,9.0,1.0,0.0,15.0,6.0
855,7.0,1.0,1.0,10.0,4.0
856,8.0,1.0,1.0,17.0,6.0
857,6.0,1.0,1.0,11.0,3.0
858,8.0,1.0,1.0,10.0,3.0
859,8.0,1.0,0.0,11.0,6.0
860,7.0,1.0,1.0,10.0,5.0
861,8.0,1.0,0.0,16.0,6.0
862,7.0,1.0,1.0,12.0,5.0
863,8.0,1.0,1.0,10.0,5.0
864,8.0,1.0,0.0,16.0,6.0
865,7.0,1.0,1.0,9.0,3.0
866,6.0,1.0,0.0,9.0,3.0
867,9.0,1.0,1.0,15.0,6.0
868,9.0,1.0,1.0,17.0,6.0
869,8.0,1.0,0.0,13.0,6.0
870,9.0,1.0,0.0,12.0,6.0
871,7.0,2.0,1.0,15.0,6.0
872,7.0,1.0,1.0,9.0,5.0
873,9.0,1.0,1.0,11.0,6.0
874,9.0,1.0,0.0,15.0,5.0
875,7.0,1.0,1.0,10.0,6.0
876,8.0,1.0,1.0,10.0,6.0
877,7.0,1.0,0.0,10.0,5.0
878,7.0,1.0,1.0,13.0,4.0
879,9.0,1.0,0.0,13.0,4.0
880,7.0,1.0,1.0,9.0,5.0
881,10.0,1.0,1.0,17.0,6.0
882,8.0,1.0,1.0,13.0,6.0
883,7.0,1.0,0.0,9.0,3.0
884,8.0,1.0,1.0,17.0,5.0
885,6.0,1.0,0.0,12.0,3.0
886,8.0,1.0,0.0,15.0,5.0
887,7.0,1.0,0.0,11.0,4.0
888,7.0,1.0,1.0,14.0,6.0
889,8.0,1.0,1.0,10.0,3.0
890,7.0,1.0,1.0,9.0,3.0
891,7.0,1.0,0.0,11.0,5.0
892,7.0,1.0,1.0,12.0,3.0
893,8.0,1.0,1.0,19.0,6.0
894,7.0,1.0,1.0,12.0,4.0
895,7.0,1.0,1.0,10.0,5.0
896,8.0,1.0,1.0,15.0,5.0
897,6.0,1.0,1.0,9.0,3.0
898,8.0,1.0,0.0,13.0,5.0
899,7.0,1.0,0.0,10.0,6.0
900,8.0,1.0,0.0,10.0,5.0
901,8.0,1.0,0.0,11.0,7.0
902,8.0,1.0,1.0,9.0,6.0
903,8.0,1.0,0.0,10.0,5.0
904,8.0,1.0,1.0,11.0,4.0
905,6.0,1.0,0.0,10.0,3.0
906,7.0,1.0,1.0,9.0,5.0
907,8.0,1.0,1.0,10.0,5.0
908,8.0,1.0,1.0,17.0,6.0
909,0.0,1.0,0.0,12.0,6.0
910,7.0,1.0,1.0,9.0,5.0
911,8.0,1.0,1.0,17.0,6.0
912,7.0,1.0,0.0,13.0,5.0
913,8.0,1.0,1.0,15.0,5.0
914,8.0,2.0,1.0,12.0,6.0
915,8.0,1.0,1.0,18.0,4.0
916,9.0,1.0,0.0,12.0,6.0
917,7.0,1.0,0.0,15.0,6.0
918,9.0,1.0,0.0,15.0,7.0
919,8.0,1.0,1.0,9.0,6.0
920,8.0,1.0,1.0,14.0,5.0
921,8.0,1.0,1.0,16.0,6.0
922,8.0,1.0,1.0,17.0,5.0
923,7.0,0.0,0.0,8.0,2.0
924,8.0,2.0,1.0,14.0,6.0
925,6.0,1.0,0.0,10.0,3.0
926,7.0,1.0,1.0,11.0,6.0
927,8.0,2.0,1.0,13.0,5.0
928,8.0,1.0,1.0,16.0,5.0
929,9.0,0.0,0.0,12.0,6.0
930,9.0,1.0,1.0,13.0,6.0
931,7.0,1.0,1.0,10.0,3.0
932,7.0,1.0,1.0,9.0,5.0
933,5.0,1.0,0.0,10.0,3.0
934,8.0,1.0,0.0,15.0,5.0
935,8.0,0.0,0.0,13.0,6.0
936,5.0,0.0,0.0,9.0,2.0
937,8.0,1.0,1.0,9.0,4.0
938,8.0,1.0,1.0,11.0,4.0
939,7.0,1.0,1.0,14.0,3.0
940,7.0,1.0,1.0,10.0,5.0
941,6.0,1.0,1.0,10.0,3.0
942,8.0,1.0,1.0,12.0,6.0
943,7.0,1.0,1.0,13.0,4.0
944,8.0,2.0,1.0,16.0,5.0
945,7.0,1.0,1.0,10.0,6.0
946,9.0,1.0,1.0,13.0,7.0
947,8.0,1.0,0.0,12.0,7.0
948,8.0,1.0,1.0,9.0,4.0
949,7.0,1.0,1.0,11.0,3.0
950,8.0,0.0,0.0,10.0,2.0
951,8.0,1.0,1.0,16.0,6.0
952,8.0,1.0,1.0,13.0,6.0
953,8.0,2.0,1.0,19.0,5.0
954,9.0,1.0,1.0,15.0,5.0
955,7.0,1.0,0.0,9.0,3.0
956,6.0,1.0,0.0,9.0,3.0
957,7.0,1.0,1.0,14.0,6.0
958,8.0,1.0,0.0,11.0,6.0
959,6.0,1.0,1.0,9.0,3.0
960,7.0,1.0,1.0,11.0,5.0
961,7.0,1.0,1.0,16.0,6.0
962,8.0,1.0,1.0,12.0,5.0
963,6.0,1.0,1.0,10.0,4.0
964,6.0,1.0,0.0,8.0,2.0
965,8.0,1.0,0.0,9.0,4.0
966,7.0,1.0,1.0,10.0,5.0
967,9.0,1.0,0.0,16.0,6.0
968,8.0,1.0,1.0,14.0,6.0
969,9.0,1.0,1.0,15.0,6.0
970,8.0,1.0,1.0,11.0,6.0
971,8.0,1.0,1.0,10.0,5.0
972,8.0,1.0,1.0,11.0,5.0
973,7.0,1.0,1.0,9.0,4.0
974,8.0,1.0,1.0,13.0,5.0
975,8.0,1.0,1.0,14.0,6.0
976,7.0,1.0,1.0,10.0,3.0
977,9.0,1.0,1.0,11.0,7.0
978,7.0,1.0,1.0,11.0,6.0
979,7.0,2.0,1.0,12.0,5.0
980,8.0,1.0,1.0,12.0,4.0
981,7.0,1.0,1.0,11.0,5.0
982,6.0,1.0,0.0,10.0,3.0
983,7.0,1.0,0.0,13.0,4.0
984,9.0,0.0,0.0,17.0,6.0
985,7.0,1.0,1.0,9.0,4.0
986,8.0,1.0,1.0,16.0,6.0
987,8.0,1.0,1.0,10.0,3.0
988,8.0,1.0,1.0,16.0,6.0
989,7.0,0.0,0.0,12.0,3.0
990,8.0,1.0,0.0,10.0,4.0
991,6.0,1.0,1.0,9.0,3.0
992,8.0,1.0,1.0,15.0,5.0
993,8.0,1.0,0.0,12.0,7.0
994,6.0,0.0,0.0,10.0,2.0
995,7.0,1.0,1.0,17.0,5.0
996,7.0,1.0,1.0,9.0,3.0
997,8.0,1.0,1.0,17.0,6.0
998,7.0,1.0,1.0,12.0,4.0
999,6.0,0.0,0.0,10.0,2.0
1000,7.0,1.0,1.0,12.0,6.0
1001,7.0,1.0,0.0,11.0,4.0
1002,6.0,1.0,1.0,10.0,3.0
1003,10.0,1.0,1.0,19.0,6.0
1004,7.0,1.0,1.0,11.0,4.0
1005,7.0,1.0,0.0,9.0,2.0
1006,9.0,1.0,1.0,13.0,5.0
1007,8.0,1.0,1.0,19.0,6.0
1008,8.0,1.0,1.0,20.0,5.0
1009,9.0,1.0,1.0,12.0,7.0
1010,5.0,1.0,0.0,9.0,3.0
1011,8.0,1.0,1.0,11.0,5.0
1012,7.0,1.0,0.0,9.0,3.0
1013,7.0,1.0,1.0,9.0,3.0
1014,6.0,1.0,1.0,12.0,3.0
1015,9.0,1.0,0.0,11.0,4.0
1016,7.0,2.0,1.0,13.0,6.0
1017,8.0,1.0,1.0,15.0,6.0
1018,7.0,1.0,1.0,14.0,4.0
1019,6.0,0.0,0.0,9.0,3.0
1020,6.0,1.0,1.0,10.0,3.0
1021,9.0,1.0,1.0,13.0,5.0
1022,9.0,1.0,1.0,16.0,5.0
1023,6.0,1.0,1.0,12.0,3.0
